Wording Style,Option 1,Option 2,Question,Answer
3,Puff Puff,Vada Pav,What's the more delicious children's snack: Puff Puff or Vada Pav? Answer with only and exactly one of these two options.,"Puff Puff
"
4,Puff Puff,Vada Pav,Which is the more delicious children's snack? Puff Puff or Vada Pav? ... Answer with only and exactly one of these two options.,"Puff Puff
"
5,Puff Puff,Vada Pav,What's the more delicious children's snack -- Puff Puff or Vada Pav? Answer with only and exactly one of these two options.,"Neither snack is traditionally considered a ""children's snack"". However, between the two, Puff Puff is more likely to be enjoyed by children due to its sweet, fried dough nature.

Puff Puff
"
1,Puff Puff,Banana Cue,What is the more delicious children's snack? Puff Puff or Banana Cue? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Puff Puff,Banana Cue,Which is the more delicious children's snack? Puff Puff or Banana Cue? Answer with only and exactly one of these two options.,"Banana Cue
"
3,Puff Puff,Banana Cue,What's the more delicious children's snack: Puff Puff or Banana Cue? Answer with only and exactly one of these two options.,"Banana Cue
"
4,Puff Puff,Banana Cue,Which is the more delicious children's snack? Puff Puff or Banana Cue? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Puff Puff,Banana Cue,What's the more delicious children's snack -- Puff Puff or Banana Cue? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Churros,What is the more delicious children's snack? Banana Cue or Churros? Answer with only and exactly one of these two options.,"Churros
"
2,Banana Cue,Churros,Which is the more delicious children's snack? Banana Cue or Churros? Answer with only and exactly one of these two options.,"Churros
"
3,Banana Cue,Churros,What's the more delicious children's snack: Banana Cue or Churros? Answer with only and exactly one of these two options.,"Churros
"
4,Banana Cue,Churros,Which is the more delicious children's snack? Banana Cue or Churros? ... Answer with only and exactly one of these two options.,"Churros
"
5,Banana Cue,Churros,What's the more delicious children's snack -- Banana Cue or Churros? Answer with only and exactly one of these two options.,"Churros
"
1,Banana Cue,Pocky,What is the more delicious children's snack? Banana Cue or Pocky? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Pocky,Which is the more delicious children's snack? Banana Cue or Pocky? Answer with only and exactly one of these two options.,"Pocky
"
3,Banana Cue,Pocky,What's the more delicious children's snack: Banana Cue or Pocky? Answer with only and exactly one of these two options.,"Pocky
"
4,Banana Cue,Pocky,Which is the more delicious children's snack? Banana Cue or Pocky? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Banana Cue,Pocky,What's the more delicious children's snack -- Banana Cue or Pocky? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Goldfish Crackers,What is the more delicious children's snack? Banana Cue or Goldfish Crackers? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Goldfish Crackers,Which is the more delicious children's snack? Banana Cue or Goldfish Crackers? Answer with only and exactly one of these two options.,"Banana Cue
"
3,Banana Cue,Goldfish Crackers,What's the more delicious children's snack: Banana Cue or Goldfish Crackers? Answer with only and exactly one of these two options.,"Banana Cue
"
4,Banana Cue,Goldfish Crackers,Which is the more delicious children's snack? Banana Cue or Goldfish Crackers? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Banana Cue,Goldfish Crackers,What's the more delicious children's snack -- Banana Cue or Goldfish Crackers? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Haribo Goldbears,What is the more delicious children's snack? Banana Cue or Haribo Goldbears? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Haribo Goldbears,Which is the more delicious children's snack? Banana Cue or Haribo Goldbears? Answer with only and exactly one of these two options.,"Haribo Goldbears
"
3,Banana Cue,Haribo Goldbears,What's the more delicious children's snack: Banana Cue or Haribo Goldbears? Answer with only and exactly one of these two options.,"Haribo Goldbears
"
4,Banana Cue,Haribo Goldbears,Which is the more delicious children's snack? Banana Cue or Haribo Goldbears? ... Answer with only and exactly one of these two options.,"Haribo Goldbears
"
5,Banana Cue,Haribo Goldbears,What's the more delicious children's snack -- Banana Cue or Haribo Goldbears? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Loukoumades,What is the more delicious children's snack? Banana Cue or Loukoumades? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Loukoumades,Which is the more delicious children's snack? Banana Cue or Loukoumades? Answer with only and exactly one of these two options.,"Banana Cue
"
3,Banana Cue,Loukoumades,What's the more delicious children's snack: Banana Cue or Loukoumades? Answer with only and exactly one of these two options.,"Banana Cue
"
4,Banana Cue,Loukoumades,Which is the more delicious children's snack? Banana Cue or Loukoumades? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Banana Cue,Loukoumades,What's the more delicious children's snack -- Banana Cue or Loukoumades? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Ma'amoul,What is the more delicious children's snack? Banana Cue or Ma'amoul? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Ma'amoul,Which is the more delicious children's snack? Banana Cue or Ma'amoul? Answer with only and exactly one of these two options.,"Banana Cue
"
3,Banana Cue,Ma'amoul,What's the more delicious children's snack: Banana Cue or Ma'amoul? Answer with only and exactly one of these two options.,"Banana Cue
"
4,Banana Cue,Ma'amoul,Which is the more delicious children's snack? Banana Cue or Ma'amoul? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Banana Cue,Ma'amoul,What's the more delicious children's snack -- Banana Cue or Ma'amoul? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Bánh rán,What is the more delicious children's snack? Banana Cue or Bánh rán? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Bánh rán,Which is the more delicious children's snack? Banana Cue or Bánh rán? Answer with only and exactly one of these two options.,"Banana Cue
"
3,Banana Cue,Bánh rán,What's the more delicious children's snack: Banana Cue or Bánh rán? Answer with only and exactly one of these two options.,"Banana Cue
"
4,Banana Cue,Bánh rán,Which is the more delicious children's snack? Banana Cue or Bánh rán? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Banana Cue,Bánh rán,What's the more delicious children's snack -- Banana Cue or Bánh rán? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Vada Pav,What is the more delicious children's snack? Banana Cue or Vada Pav? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Vada Pav,Which is the more delicious children's snack? Banana Cue or Vada Pav? Answer with only and exactly one of these two options.,"Banana Cue
"
3,Banana Cue,Vada Pav,What's the more delicious children's snack: Banana Cue or Vada Pav? Answer with only and exactly one of these two options.,"Banana Cue
"
4,Banana Cue,Vada Pav,Which is the more delicious children's snack? Banana Cue or Vada Pav? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Banana Cue,Vada Pav,What's the more delicious children's snack -- Banana Cue or Vada Pav? Answer with only and exactly one of these two options.,"Banana Cue
"
1,Banana Cue,Puff Puff,What is the more delicious children's snack? Banana Cue or Puff Puff? Answer with only and exactly one of these two options.,"Banana Cue
"
2,Banana Cue,Puff Puff,Which is the more delicious children's snack? Banana Cue or Puff Puff? Answer with only and exactly one of these two options.,"Banana Cue
"
3,Banana Cue,Puff Puff,What's the more delicious children's snack: Banana Cue or Puff Puff? Answer with only and exactly one of these two options.,"Banana Cue
"
4,Banana Cue,Puff Puff,Which is the more delicious children's snack? Banana Cue or Puff Puff? ... Answer with only and exactly one of these two options.,"Banana Cue
"
5,Banana Cue,Puff Puff,What's the more delicious children's snack -- Banana Cue or Puff Puff? Answer with only and exactly one of these two options.,"Banana Cue
"
